"","State","District","earliest_block_date","Age","Total_HHs_Mob","Total_SHGs","RF_Eligible","RF_Provided_Num","RF_Amt","CIF_Provided_Num","CIF_Amt","Total_CIS","state_code","district_code","censuscode"
"450","UTTAR PRADESH","HAMIRPUR",2017-02-01,1.2,37714,2508,2226,1707,252.5,609,367.5,620,31,3141,168
"451","UTTAR PRADESH","HARDOI",2017-02-01,1.2,32865,2808,2310,1434,215.1,517,319.3,534.4,31,3130,155
"452","UTTAR PRADESH","JALAUN",NA,NA,33803,3316,2217,1807,267.1,814,664.8,931.9,31,3138,165
"453","UTTAR PRADESH","JHANSI",2017-09-01,0.6,5551,494,333,304,45.6,47,51.7,97.3,31,3139,166
"454","UTTAR PRADESH","KANNAUJ",2017-02-01,1.2,16479,1478,896,871,130.7,510,515.7,646.4,31,3168,160
"455","UTTAR PRADESH","KHERI",2017-02-01,1.2,27104,2468,2051,1930,285,1226,1345.2,1630.2,31,3128,153
"456","UTTAR PRADESH","LALITPUR",2017-09-01,0.6,4776,435,228,213,31.9,5,5.5,37.4,31,3140,167
"457","UTTAR PRADESH","LUCKNOW",2017-02-01,1.2,20352,1766,1089,1021,151.7,368,404.8,556.5,31,3132,157
"458","UTTAR PRADESH","MAHOBA",2017-09-01,0.6,6235,524,330,240,36,0,0,36,31,3179,169
"459","UTTAR PRADESH","MAINPURI",2017-02-01,1.2,19362,1748,1187,1089,162.5,510,560.2,722.7,31,3123,148
"460","UTTAR PRADESH","MIRZAPUR",2016-04-01,2,37094,3287,2021,1758,263.4,1066,1009,1272.4,31,3162,199
"461","UTTAR PRADESH","SONBHADRA",2017-02-01,1.2,26853,2099,1896,1777,266.6,992,1166,1432.6,31,3163,200
"462","UTTAR PRADESH","SULTANPUR",2017-09-01,0.6,74982,7177,5027,4200,623.1,2261,1413.4,2036.5,31,3150,179
"463","UTTAR PRADESH","UNNAO",2017-09-01,0.6,65651,3796,4297,2627,390.1,1626,1147.2,1537.3,31,3131,156
"464","UTTAR PRADESH","VARANASI",2017-02-01,1.2,18771,1647,1116,938,140.6,409,445.3,585.9,31,3161,197
"465","UTTARAKHAND","ALMORA",2017-05-31,0.9,760,129,127,111,11.2,29,29.8,41,35,3507,64
"466","UTTARAKHAND","CHAMOLI",2014-01-01,4.3,6286,926,662,665,66.7,343,343.9,410.6,35,3504,57
"467","UTTARAKHAND","CHAMPAWAT",2017-05-31,0.9,1586,177,111,72,7.2,0,0,7.2,35,3510,65
"468","UTTARAKHAND","DEHRADUN",2014-01-01,4.3,15888,1478,1168,1046,115.8,502,380.5,496.3,35,3502,60
"469","UTTARAKHAND","HARIDWAR",2016-12-01,1.4,9850,909,578,545,68.3,112,74.8,143.1,35,3503,68
"470","UTTARAKHAND","NAINITAL",2014-01-01,4.3,7992,1078,835,759,75.9,331,316.2,392.1,35,3508,66
"471","UTTARAKHAND","PAURI GARHWAL",2014-01-01,4.3,11913,1655,1184,1103,110.3,455,330.9,441.2,35,3505,61
"472","UTTARAKHAND","PITHORAGARH",2015-01-01,3.3,4261,652,475,471,47.1,136,91.1,138.2,35,3511,62
"473","UTTARAKHAND","RUDRA PRAYAG",2017-05-31,0.9,2263,333,279,247,24.9,0,0,24.9,35,3506,58
"474","UTTARAKHAND","TEHRI GARWAL",2017-05-31,0.9,1306,197,134,126,12.6,0,0,12.6,35,3513,59
"475","UTTARAKHAND","UDAM SINGH NAGAR",2014-01-01,4.3,22882,2205,1485,1418,141.8,504,256.2,398,35,3509,67
"476","UTTARAKHAND","UTTAR KASHI",2017-05-31,0.9,1008,145,139,87,8.7,0,0,8.7,35,3501,56
"477","WEST BENGAL","24 PARGANAS NORTH",2015-03-01,3.1,188031,17113,12487,9369,1130.3,3807,1084.7,2215,32,3215,337
"478","WEST BENGAL","24 PARGANAS SOUTH",2013-04-01,5,214417,19222,12085,10009,1304.5,5238,2416.5,3721,32,3216,343
"479","WEST BENGAL","BANKURA",2013-04-01,5,198010,17627,12137,6784,977.2,3572,1727.4,2704.6,32,3213,339
"480","WEST BENGAL","BIRBHUM",2013-04-01,5,258902,24752,13327,9114,1218.8,6017,2322.8,3541.6,32,3203,334
"481","WEST BENGAL","COOCHBEHAR",2013-04-01,5,197144,18312,17375,12296,1797.2,5767,2074.4,3871.6,32,3208,329
"482","WEST BENGAL","DARJEELING(GTA)",2015-03-01,3.1,7745,787,515,425,55.8,0,0,55.8,32,3219,327
"483","WEST BENGAL","DINAJPUR DAKSHIN",2015-03-01,3.1,88109,9223,1746,1109,166.3,638,316.8,483.1,32,3217,331
"484","WEST BENGAL","DINAJPUR UTTAR",2015-03-01,3.1,317361,23364,2490,856,127.9,3460,622.7,750.6,32,3218,330
"485","WEST BENGAL","HOOGHLY",2015-03-01,3.1,102957,9322,7735,5012,681,1261,598.7,1279.7,32,3206,338
"486","WEST BENGAL","HOWRAH",2015-03-01,3.1,118755,10941,5217,5124,711.6,1333,401.7,1113.3,32,3205,341
"487","WEST BENGAL","JALPAIGURI",2013-04-01,5,156290,13796,9150,6829,988.7,3432,1608.4,2597.1,32,3207,328
"488","WEST BENGAL","MALDAH",2013-04-01,5,297861,25538,22142,13977,1934,6660,3203,5137,32,3209,332
"489","WEST BENGAL","MURSHIDABAD",2015-03-01,3.1,221302,22058,9565,6830,766,2935,774.4,1540.4,32,3212,333
"490","WEST BENGAL","NADIA",2015-03-01,3.1,110635,10049,8715,6133,805.1,1745,528,1333.1,32,3201,336
"491","WEST BENGAL","PASCHIM MEDINIPUR",2015-03-01,3.1,160942,15152,7726,4174,547,833,279.3,826.3,32,3210,344
"492","WEST BENGAL","PURBA MEDINIPUR",2013-04-01,5,278580,26089,19909,17027,2535.9,4582,2205.1,4741,32,3211,345
"493","WEST BENGAL","PURULIA",2013-04-01,5,162982,14916,13179,6827,1017.9,2943,1373.1,2391,32,3214,340
